N,K,eta,p,max_qfi,coeffs,combinations
3,2,0.9,0.1,12.810204424602041,"0.6195839343392185,3.4438930262120073e-05,0.00010211071037925313,0.5550298591291842,3.439752866706293e-05,4.0657581468206416e-19,0.0,0.0001020849775575577,0.0,0.5550295719941067","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.9,0.2,12.618264347392433,"0.618457336283635,4.217024707694282e-05,0.00012653672502484947,0.5556571108076532,4.2163800394545166e-05,0.0,1.2172349516486642e-18,0.00012666518905836177,3.808315187598e-18,0.5556581711982139","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.9,0.3,12.448605536849769,"0.6174191752128215,2.583719213428593e-05,0.00013307090955994402,0.5562329042842677,2.5844855145961928e-05,0.0,0.0,0.00013305060865971644,2.5816936807940466e-18,0.5562366549409711","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.9,0.4,12.300700072952194,"0.6165211661500214,5.730191566666059e-05,0.0001821740971649624,0.5567319615699926,5.729807373403784e-05,0.0,5.326895458947636e-18,0.0001822057127865653,1.1631383510731882e-17,0.5567331704364512","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.9,0.5,12.175208858392594,"0.6157307621395545,0.00012334559528916558,0.00022095213023175307,0.5571728298052768,0.00012330804814372,2.168404344971009e-19,0.0,0.0002208914266638469,9.887111779709228e-18,0.5571668597252566","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.9,0.6,12.072837278004567,"0.6150057809570674,2.164711654871712e-05,5.003079716222033e-05,0.5575753329676182,2.1666876604903228e-05,1.2197274440461925e-19,1.2084925175963996e-17,5.0029262254925883e-05,1.023828654890182e-17,0.5575641090170357","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.9,0.7,11.991956010617523,"0.6144781706908308,4.169223421629472e-05,6.376027751186269e-05,0.5578632696622674,4.164095176287587e-05,0.0,0.0,6.375673331770519e-05,0.0,0.5578577064078043","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.9,0.8,11.933491487221437,"0.6140864404698684,2.3143008738688963e-05,7.337178382796442e-05,0.5580729035696027,2.3158848327632734e-05,1.1028404305861146e-05,0.0,7.337410896499319e-05,0.0,0.5580793719515634","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.9,0.9,11.897489826365685,"0.6138312313023948,8.057787545353754e-07,0.00011094032275486997,0.5582090339222787,8.288355755022283e-07,7.052156641475352e-05,2.703070638820413e-19,0.00011096968442982972,0.0,0.5582239478630782","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.9,1.0,11.884191340101381,"0.6136949696631783,1.5538448495651153e-05,0.00012053583543729357,0.5582917078926886,1.5538426647827184e-05,6.319708643076277e-05,0.0,0.00012052543608408867,0.0,0.5582910657246752","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.95,0.0,13.970966995002641,"0.632373185715961,8.412625644988933e-05,0.00013637405365862938,0.5477704367377997,8.410235047842687e-05,0.0,7.64301463330009e-18,0.00013641049298517428,0.0,0.5477698972709735","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.95,0.1,13.8560549862361,"0.6317739369934847,0.0001414304264518952,0.00013129553314053066,0.5481176367798338,0.00014141626308433234,0.0,0.0,0.00013126012231278773,0.0,0.5481140774068054","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.95,0.2,13.752994541924409,"0.6312406211931673,0.0002045578947413924,0.00013925737932107298,0.5484230596788137,0.00020459909727138826,3.336899279781768e-05,0.0,0.00013923477182919421,3.488776686373799e-18,0.548423041764961","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.95,0.3,13.662399584265305,"0.6307395708040391,9.42883467943718e-05,0.00016884938404844414,0.5487112387625829,9.433278067450607e-05,1.0842021724855044e-19,0.0,0.00016881374679680405,0.0,0.548711175054674","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.95,0.4,13.583605774491206,"0.6303128349518606,5.263212740177426e-05,0.0001433425432445287,0.5489561719573542,5.262134099680545e-05,1.6861540743151712e-05,1.4741288907081813e-19,0.00014334863042315466,0.0,0.5489570050287526","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.95,0.5,13.51710396457198,"0.629932039341866,9.054665633851683e-05,0.0001400153305829782,0.5491759775312453,9.057453000139983e-05,7.898502025249635e-05,0.0,0.000140020717345072,0.0,0.5491739272106142","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.95,0.6,13.4630490935951,"0.6295886296729586,0.0001182371048678519,0.00013847954779738292,0.5493717629570629,0.00011821713835662822,0.00013772035151033048,0.0,0.0001385112842278349,0.0,0.5493715612307709","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.95,0.7,13.420886604753814,"0.6293176595543098,9.19973343537763e-05,0.00013645743442717266,0.5495257312140286,9.205409423591303e-05,0.0001522946796088743,0.0,0.00013645804421291932,0.0,0.5495278550300694","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.95,0.8,13.389573555647827,"0.6291852761916988,6.635874752671688e-05,0.0001235482446428649,0.5496033375403702,6.635235113937955e-05,0.0001115908642688624,0.0,0.00012354728073992035,0.0,0.5496018264475963","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.95,0.9,13.371676642791607,"0.6290290182311585,0.0,8.596053704554853e-05,0.5496918920469676,0.0,3.6349029036589614e-05,2.3115578232301823e-19,8.600242544085078e-05,1.791727849985694e-19,0.5496921572694304","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,0.95,1.0,13.365488070375655,"0.6289551282206578,2.140180635509144e-20,5.7021558839971154e-05,0.5497335908228344,4.3867052746228534e-20,6.010622371775387e-05,0.0,5.703307660013689e-05,0.0,0.5497351776821169","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
3,2,1.0,0.0,14.914320983353083,"0.6434572626836853,1.094108021851422e-19,8.343044752438907e-05,0.5412784723782512,5.900520471220072e-21,5.4117943111037525e-05,7.441092654523806e-05,8.34266255522179e-05,7.44112495724155e-05,0.5412772685781629","0,0;0,1;0,2;0,3;1,0;1,1;1,2;2,0;2,1;3,0"
